"Object Type","Parent ARK","Item ARK","File Name","Title","AltTitle.other","Publisher.publisherName","Place of origin","volume","issue","Date.created","Date.normalized","Language","Type.typeOfResource","Genre","Format.extent","Format.dimensions","Title -old","Repository","Rights.copyrightStatus","Rights.publicationStatus","Rights.servicesContact","Contents note","Subject topic","viewingHint","Program","Item Sequence","Visibility","Local identifier","Thumbnail","IIIF Manifest URL"
"Work","ark:/21198/z1v79htf","ark:/21198/z12k6b51","","1922-02-19 (vol. 39, no. 08)","","","Havana (Cuba)","vol. 39","no. 08","1922-02-19","1922-02-19","spa","text","newspapers","24 pages","","El Fígaro 1922-02-19","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_19220219","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12k6b51%2F5yLIylfn4","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12k6b51/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1xt5tr7","","1922-02-26 (vol. 39, no. 09)","","","Havana (Cuba)","vol. 39","no. 09","1922-02-26","1922-02-26","spa","text","newspapers","24 pages","","El Fígaro 1922-02-26","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_19220226","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xt5tr7%2F2wKXg8Hc7","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1xt5tr7/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1t2531m","","1922-03-05 (vol. 39, no. 10)","","","Havana (Cuba)","vol. 39","no. 10","1922-03-05","1922-03-05","spa","text","newspapers","24 pages","","El Fígaro 1922-03-05","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_19220305","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t2531m%2F2akzecZ3u","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1t2531m/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1p94b8f","","1922-03-12 (vol. 39, no. 11)","","","Havana (Cuba)","vol. 39","no. 11","1922-03-12","1922-03-12","spa","text","newspapers","24 pages","","El Fígaro 1922-03-12","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_19220312","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p94b8f%2FdVggfnyG3","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1p94b8f/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1jn291b","","1922-03-19 (vol. 39, no. 12)","","","Havana (Cuba)","vol. 39","no. 12","1922-03-19","1922-03-19","spa","text","newspapers","24 pages","","El Fígaro 1922-03-19","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_19220319","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jn291b%2FRQlfhfYYu","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1jn291b/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1dw1j85","","1922-03-26 (vol. 39, no. 13)","","","Havana (Cuba)","vol. 39","no. 13","1922-03-26","1922-03-26","spa","text","newspapers","24 pages","","El Fígaro 1922-03-26","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_19220326","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dw1j85%2F97eJOqt23","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dw1j85/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1940sgv","","1922-04-02 (vol. 39, no. 14)","","","Havana (Cuba)","vol. 39","no. 14","1922-04-02","1922-04-02","spa","text","newspapers","24 pages","","El Fígaro 1922-04-02","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_19220402","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1940sgv%2F9UGEeYEaQ","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1940sgv/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z15c01rh","","1922-04-09 (vol. 39, no. 15)","","","Havana (Cuba)","vol. 39","no. 15","1922-04-09","1922-04-09","spa","text","newspapers","24 pages","","El Fígaro 1922-04-09","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_19220409","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15c01rh%2FDEdukS95V","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15c01rh/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z11k993j","","1922-04-16 (vol. 39, no. 16)","","","Havana (Cuba)","vol. 39","no. 16","1922-04-16","1922-04-16","spa","text","newspapers","24 pages","","El Fígaro 1922-04-16","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_19220416","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11k993j%2FWWT7qrqDq","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11k993j/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1wt8skd","","1922-04-23 (vol. 39, no. 17)","","","Havana (Cuba)","vol. 39","no. 17","1922-04-23","1922-04-23","spa","text","newspapers","24 pages","","El Fígaro 1922-04-23","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_19220423","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wt8skd%2FXmvkOeuqX","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1wt8skd/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1s281wt","","1922-04-30 (vol. 39, no. 18)","","","Havana (Cuba)","vol. 39","no. 18","1922-04-30","1922-04-30","spa","text","newspapers","24 pages","","El Fígaro 1922-04-30","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_19220430","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s281wt%2FAvQPZfQ18","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1s281wt/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1nd60jc","","1922-05-07 (vol. 39, no. 19)","","","Havana (Cuba)","vol. 39","no. 19","1922-05-07","1922-05-07","spa","text","newspapers","24 pages","","El Fígaro 1922-05-07","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_19220507","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nd60jc%2FoxurNEvpP","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1nd60jc/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1hn57s6","","1922-05-14 (vol. 39, no. 20)","","","Havana (Cuba)","vol. 39","no. 20","1922-05-14","1922-05-14","spa","text","newspapers","24 pages","","El Fígaro 1922-05-14","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_19220514","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hn57s6%2FaHewrrRLo","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1hn57s6/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1cw4h1f","","1922-05-21 (vol. 39, no. 21)","","","Havana (Cuba)","vol. 39","no. 21","1922-05-21","1922-05-21","spa","text","newspapers","28 pages","","El Fígaro 1922-05-21","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_19220521","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cw4h1f%2F4V6SUtkrO","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1cw4h1f/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1843r91","","1922-05-28 (vol. 39, no. 22)","","","Havana (Cuba)","vol. 39","no. 22","1922-05-28","1922-05-28","spa","text","newspapers","24 pages","","El Fígaro 1922-05-28","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_19220528","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1843r91%2FczKTIGOkj","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1843r91/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z14c30m4","","1922-06-04 (vol. 39, no. 23)","","","Havana (Cuba)","vol. 39","no. 23","1922-06-04","1922-06-04","spa","text","newspapers","24 pages","","El Fígaro 1922-06-04","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_19220604","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14c30m4%2FWiZlEtuZ1","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14c30m4/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z10m27xv","","1922-06-11 (vol. 39, no. 24)","","","Havana (Cuba)","vol. 39","no. 24","1922-06-11","1922-06-11","spa","text","newspapers","24 pages","","El Fígaro 1922-06-11","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_19220611","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10m27xv%2FZrRGAWJtq","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10m27xv/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1vv1rhg","","1922-06-18 (vol. 39, no. 25)","","","Havana (Cuba)","vol. 39","no. 25","1922-06-18","1922-06-18","spa","text","newspapers","24 pages","","El Fígaro 1922-06-18","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_19220618","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vv1rhg%2FVWsCiiiWI","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1vv1rhg/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1r59q3w","","1922-06-25 (vol. 39, no. 26)","","","Havana (Cuba)","vol. 39","no. 26","1922-06-25","1922-06-25","spa","text","newspapers","24 pages","","El Fígaro 1922-06-25","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_19220625","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r59q3w%2FYhGLD8jE6","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1r59q3w/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1md8zdm","","1922-07-02 (vol. 39, no. 27)","","","Havana (Cuba)","vol. 39","no. 27","1922-07-02","1922-07-02","spa","text","newspapers","26 pages","","El Fígaro 1922-07-02","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_19220702","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1md8zdm%2FZAEduAt85","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1md8zdm/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1gn86mc","","1922-07-09 (vol. 39, no. 28)","","","Havana (Cuba)","vol. 39","no. 28","1922-07-09","1922-07-09","spa","text","newspapers","24 pages","","El Fígaro 1922-07-09","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_19220709","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gn86mc%2FXLZ2G8j0P","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1gn86mc/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1bw7g0d","","1922-07-16 (vol. 39, no. 29)","","","Havana (Cuba)","vol. 39","no. 29","1922-07-16","1922-07-16","spa","text","newspapers","24 pages","","El Fígaro 1922-07-16","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_19220716","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bw7g0d%2Fo1UVKDLvY","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1bw7g0d/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1746q9f","","1922-07-23 (vol. 39, no. 30)","","","Havana (Cuba)","vol. 39","no. 30","1922-07-23","1922-07-23","spa","text","newspapers","24 pages","","El Fígaro 1922-07-23","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_19220723","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1746q9f%2Fn3Xt7vv1o","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1746q9f/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z13c5zkq","","1922-07-30 (vol. 39, no. 31)","","","Havana (Cuba)","vol. 39","no. 31","1922-07-30","1922-07-30","spa","text","newspapers","24 pages","","El Fígaro 1922-07-30","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_19220730","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13c5zkq%2FTVzykrsOh","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13c5zkq/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1zq45gp","","1922-08-06 (vol. 39, no. 32)","","","Havana (Cuba)","vol. 39","no. 32","1922-08-06","1922-08-06","spa","text","newspapers","24 pages","","El Fígaro 1922-08-06","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_19220806","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zq45gp%2FZvN9kzhwx","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zq45gp/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1tz3dsd","","1922-08-13 (vol. 39, no. 33)","","","Havana (Cuba)","vol. 39","no. 33","1922-08-13","1922-08-13","spa","text","newspapers","24 pages","","El Fígaro 1922-08-13","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_19220813","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tz3dsd%2FWMU9ikczH","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tz3dsd/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1q62p1z","","1922-08-20 (vol. 39, no. 34)","","","Havana (Cuba)","vol. 39","no. 34","1922-08-20","1922-08-20","spa","text","newspapers","22 pages","","El Fígaro 1922-08-20","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_19220820","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q62p1z%2FQ7iO2gGyd","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1q62p1z/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1kf1x7b","","1922-08-27 (vol. 39, no. 35)","","","Havana (Cuba)","vol. 39","no. 35","1922-08-27","1922-08-27","spa","text","newspapers","24 pages","","El Fígaro 1922-08-27","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_19220827","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kf1x7b%2F0gcIhpyo5","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1kf1x7b/manifest"
