"Object Type","Parent ARK","Item ARK","File Name","Title","AltTitle.other","Publisher.publisherName","Place of origin","volume","issue","Date.created","Date.normalized","Language","Type.typeOfResource","Genre","Format.extent","Format.dimensions","Title -old","Repository","Rights.copyrightStatus","Rights.publicationStatus","Rights.servicesContact","Contents note","Subject topic","viewingHint","Program","Item Sequence","Visibility","Local identifier","Thumbnail","IIIF Manifest URL"
"Work","ark:/21198/z1v79htf","ark:/21198/z1358jm8","","1896-06-28 (vol. 12, no. 24)","","Impr. El Figaro","Havana (Cuba)","vol. 12","no. 24","1896-06-28","1896-06-28","spa","text","newspapers","16 pages","25.5 x 34 cm","El Fígaro 1896-06-28","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18960628","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1358jm8%2FUD5vhfio9","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1358jm8/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1zd825t","","1896-07-05 (vol. 12, no. 25)","","Impr. El Figaro","Havana (Cuba)","vol. 12","no. 25","1896-07-05","1896-07-05","spa","text","newspapers","16 pages","25.5 x 34 cm","El Fígaro 1896-07-05","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18960705","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zd825t%2FIGj3ILGTv","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zd825t/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1tn79dn","","1896-07-12 (vol. 12, no. 26)","","Impr. El Figaro","Havana (Cuba)","vol. 12","no. 26","1896-07-12","1896-07-12","spa","text","newspapers","16 pages","25.5 x 34 cm","El Fígaro 1896-07-12","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18960712","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tn79dn%2FtkHuoWq4W","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tn79dn/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1pw6jng","","1896-07-19 (vol. 12, no. 27)","","Impr. El Figaro","Havana (Cuba)","vol. 12","no. 27","1896-07-19","1896-07-19","spa","text","newspapers","16 pages","25.5 x 34 cm","El Fígaro 1896-07-19","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18960719","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pw6jng%2F8NZ99dVg9","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1pw6jng/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1k45sv5","","1896-07-26 (vol. 12, no. 28)","","Impr. El Figaro","Havana (Cuba)","vol. 12","no. 28","1896-07-26","1896-07-26","spa","text","newspapers","16 pages","25.5 x 34 cm","El Fígaro 1896-07-26","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18960726","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k45sv5%2FUGOEC0L4P","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1k45sv5/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1fc525p","","1896-08-02 (vol. 12, no. 29)","","Impr. El Figaro","Havana (Cuba)","vol. 12","no. 29","1896-08-02","1896-08-02","spa","text","newspapers","16 pages","25.5 x 34 cm","El Fígaro 1896-08-02","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18960802","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fc525p%2F1byOXCwSg","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fc525p/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z19q30v8","","1896-08-16 (vol. 12, no. 30)","","Impr. El Figaro","Havana (Cuba)","vol. 12","no. 30","1896-08-16","1896-08-16","spa","text","newspapers","16 pages","25.5 x 34 cm","El Fígaro 1896-08-16","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18960816","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19q30v8%2F6J8ipyoxf","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19q30v8/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z15z284z","","1896-08-23 (vol. 12, no. 31)","","Impr. El Figaro","Havana (Cuba)","vol. 12","no. 31","1896-08-23","1896-08-23","spa","text","newspapers","16 pages","25.5 x 34 cm","El Fígaro 1896-08-23","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18960823","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15z284z%2FL8NxjQ3vA","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15z284z/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1261hf0","","1896-08-30 (vol. 12, no. 32)","","Impr. El Figaro","Havana (Cuba)","vol. 12","no. 32","1896-08-30","1896-08-30","spa","text","newspapers","16 pages","25.5 x 34 cm","El Fígaro 1896-08-30","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18960830","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1261hf0%2FxsNKXYtKD","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1261hf0/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1xf10ws","","1896-09-06 (vol. 12, no. 33)","","Impr. El Figaro","Havana (Cuba)","vol. 12","no. 33","1896-09-06","1896-09-06","spa","text","newspapers","16 pages","25.5 x 34 cm","El Fígaro 1896-09-06","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18960906","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xf10ws%2FS1c9Em6iR","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1xf10ws/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1sp085g","","1896-09-13 (vol. 12, no. 34)","","Impr. El Figaro","Havana (Cuba)","vol. 12","no. 34","1896-09-13","1896-09-13","spa","text","newspapers","16 pages","25.5 x 34 cm","El Fígaro 1896-09-13","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18960913","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sp085g%2FAFDxhv8xV","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1sp085g/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1nw9hdr","","1896-09-20 (vol. 12, no. 35)","","Impr. El Figaro","Havana (Cuba)","vol. 12","no. 35","1896-09-20","1896-09-20","spa","text","newspapers","16 pages","25.5 x 34 cm","El Fígaro 1896-09-20","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18960920","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nw9hdr%2F0SclOFMJy","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1nw9hdr/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1j48rr7","","1896-09-27 (vol. 12, no. 36)","","Impr. El Figaro","Havana (Cuba)","vol. 12","no. 36","1896-09-27","1896-09-27","spa","text","newspapers","16 pages","25.5 x 34 cm","El Fígaro 1896-09-27","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18960927","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j48rr7%2F8D2PRVuWM","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1j48rr7/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1dg6qcb","","1896-10-04 (vol. 12, no. 37)","","Impr. El Figaro","Havana (Cuba)","vol. 12","no. 37","1896-10-04","1896-10-04","spa","text","newspapers","16 pages","25.5 x 34 cm","El Fígaro 1896-10-04","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18961004","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dg6qcb%2F3lBZTPa8I","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dg6qcb/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z18q5zrz","","1896-10-11 (vol. 12, no. 38)","","Impr. El Figaro","Havana (Cuba)","vol. 12","no. 38","1896-10-11","1896-10-11","spa","text","newspapers","16 pages","25.5 x 34 cm","El Fígaro 1896-10-11","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18961011","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18q5zrz%2FEiMmW8cPG","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz18q5zrz/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z14z5711","","1896-10-18 (vol. 12, no. 39)","","Impr. El Figaro","Havana (Cuba)","vol. 12","no. 39","1896-10-18","1896-10-18","spa","text","newspapers","16 pages","25.5 x 34 cm","El Fígaro 1896-10-18","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18961018","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14z5711%2FofII17IGn","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14z5711/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1164g9m","","1896-10-25 (vol. 12, no. 40)","","Impr. El Figaro","Havana (Cuba)","vol. 12","no. 40","1896-10-25","1896-10-25","spa","text","newspapers","16 pages","25.5 x 34 cm","El Fígaro 1896-10-25","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18961025","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1164g9m%2FZStXQw8Jq","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1164g9m/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1wf3zsg","","1896-11-01 (vol. 12, no. 41)","","Impr. El Figaro","Havana (Cuba)","vol. 12","no. 41","1896-11-01","1896-11-01","spa","text","newspapers","16 pages","25.5 x 34 cm","El Fígaro 1896-11-01","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18961101","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wf3zsg%2FiDQ2fWf73","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1wf3zsg/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1rp3730","","1896-11-08 (vol. 12, no. 42)","","Impr. El Figaro","Havana (Cuba)","vol. 12","no. 42","1896-11-08","1896-11-08","spa","text","newspapers","16 pages","25.5 x 34 cm","El Fígaro 1896-11-08","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18961108","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rp3730%2FvhbwqcQcK","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1rp3730/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1n115rf","","1896-11-22 (vol. 12, no. 43)","","Impr. El Figaro","Havana (Cuba)","vol. 12","no. 43","1896-11-22","1896-11-22","spa","text","newspapers","16 pages","25.5 x 34 cm","El Fígaro 1896-11-22","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18961122","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n115rf%2F9g0UKWPbj","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1n115rf/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1h80f0p","","1896-11-29 (vol. 12, no. 44)","","Impr. El Figaro","Havana (Cuba)","vol. 12","no. 44","1896-11-29","1896-11-29","spa","text","newspapers","16 pages","25.5 x 34 cm","El Fígaro 1896-11-29","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18961129","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h80f0p%2FIjLTcJLhp","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1h80f0p/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1cg9pcr","","1896-12-06 (vol. 12, no. 45)","","Impr. El Figaro","Havana (Cuba)","vol. 12","no. 45","1896-12-06","1896-12-06","spa","text","newspapers","16 pages","25.5 x 34 cm","El Fígaro 1896-12-06","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18961206","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cg9pcr%2F5oSCsR2Hy","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1cg9pcr/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z17q8xqx","","1896-12-13 (vol. 12, no. 46)","","Impr. El Figaro","Havana (Cuba)","vol. 12","no. 46","1896-12-13","1896-12-13","spa","text","newspapers","16 pages","25.5 x 34 cm","El Fígaro 1896-12-13","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18961213","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17q8xqx%2FpefG5PmIe","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz17q8xqx/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z13z85z4","","1896-12-20 (vol. 12, no. 47)","","Impr. El Figaro","Havana (Cuba)","vol. 12","no. 47","1896-12-20","1896-12-20","spa","text","newspapers","16 pages","25.5 x 34 cm","El Fígaro 1896-12-20","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18961220","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13z85z4%2FyfFwWSRy6","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13z85z4/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1067f57","","1896-12-27 (vol. 12, no. 48)","","Impr. El Figaro","Havana (Cuba)","vol. 12","no. 48","1896-12-27","1896-12-27","spa","text","newspapers","10 pages","25.5 x 34 cm","El Fígaro 1896-12-27","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18961227","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1067f57%2FPyyDVqA23","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1067f57/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1vf6xn3","","1898-01-02 (vol. 14, no. 1)","El Figaro: periodico artistico y literario, vol. 14, no. 1","Impr. El Figaro","Havana (Cuba)","vol. 14","no. 1","1898-01-02","1898-01-02","spa","text","newspapers","20 pages","25.5 x 34 cm","El Fígaro 1898-01-02","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18980102","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vf6xn3%2FlsfgjJTAc","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1vf6xn3/manifest"
