"Object Type","Title","Item ARK","Parent ARK","Local identifier","Visibility","File Name","Item Sequence","Thumbnail","Date.created","Date.normalized","Contents note","Description.note","Format.extent","Format.medium","Genre","Language","Name.creator","Name.subject","Note","Place of origin","Publisher.publisherName","Repository","Type.typeOfResource","Rights.copyrightStatus","Rights.rightsHolderContact","viewingHint","Subject","IIIF Manifest URL"
"Work","1889-08-22 (vol. 01 | no. 58)","ark:/21198/z19g8b88","ark:/21198/z1f54zmt","ihc_ladiscusion_18890822","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c85162","1889-08-22","1889-08-22","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","4 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19g8b88/manifest"
"Work","1889-08-23 (vol. 01 | no. 59)","ark:/21198/z15q7kjj","ark:/21198/z1f54zmt","ihc_ladiscusion_18890823","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13v2720","1889-08-23","1889-08-23","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","2 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15q7kjj/manifest"
"Work","1889-08-24 (vol. 01 | no. 60)","ark:/21198/z1225j6d","ark:/21198/z1f54zmt","ihc_ladiscusion_18890824","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1031gc1","1889-08-24","1889-08-24","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","4 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1225j6d/manifest"
"Work","1889-08-26 (vol. 01 | no. 61)","ark:/21198/z1x951rj","ark:/21198/z1f54zmt","ihc_ladiscusion_18890826","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qk075d","1889-08-26","1889-08-26","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","4 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1x951rj/manifest"
"Work","1889-08-27 (vol. 01 | no. 62)","ark:/21198/z1sj4917","ark:/21198/z1f54zmt","ihc_ladiscusion_18890827","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g18qqq","1889-08-27","1889-08-27","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","4 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1sj4917/manifest"
"Work","1889-08-28 (vol. 01 | no. 63)","ark:/21198/z1ns3jcd","ark:/21198/z1f54zmt","ihc_ladiscusion_18890828","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16m5xqf","1889-08-28","1889-08-28","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","4 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ns3jcd/manifest"
"Work","1889-08-29 (vol. 01 | no. 64)","ark:/21198/z1j12sn0","ark:/21198/z1f54zmt","ihc_ladiscusion_18890829","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z34pmg","1889-08-29","1889-08-29","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","4 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1j12sn0/manifest"
"Work","1889-08-30 (vol. 01 | no. 65)","ark:/21198/z1d821w6","ark:/21198/z1f54zmt","ihc_ladiscusion_18890830","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pk363x","1889-08-30","1889-08-30","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","4 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1d821w6/manifest"
"Work","1889-08-31 (vol. 01 | no. 66)","ark:/21198/z18h195w","ark:/21198/z1f54zmt","ihc_ladiscusion_18890831","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f50d2h","1889-08-31","1889-08-31","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","4 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz18h195w/manifest"
"Work","1889-09-02 (vol. 01 | no. 67)","ark:/21198/z14t97tg","ark:/21198/z1f54zmt","ihc_ladiscusion_18890902","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15m8wmh","1889-09-02","1889-09-02","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","4 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14t97tg/manifest"
"Work","1889-09-03 (vol. 01 | no. 68)","ark:/21198/z1128h21","ark:/21198/z1f54zmt","ihc_ladiscusion_18890903","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x37nd6","1889-09-03","1889-09-03","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","6 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1128h21/manifest"
"Work","1889-09-04 (vol. 01 | no. 69)","ark:/21198/z1w980m5","ark:/21198/z1f54zmt","ihc_ladiscusion_18890904","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hx43k7","1889-09-04","1889-09-04","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","4 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1w980m5/manifest"
"Work","1889-09-05 (vol. 01 | no. 70)","ark:/21198/z1rj77xw","ark:/21198/z1f54zmt","ihc_ladiscusion_18890905","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18d2m4h","1889-09-05","1889-09-05","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","4 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1rj77xw/manifest"
"Work","1889-09-06 (vol. 01 | no. 71)","ark:/21198/z1ms6h71","ark:/21198/z1f54zmt","ihc_ladiscusion_18890906","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10w13pf","1889-09-06","1889-09-06","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","4 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ms6h71/manifest"
"Work","1889-09-07 (vol. 01 | no. 72)","ark:/21198/z1h15rfq","ark:/21198/z1f54zmt","ihc_ladiscusion_18890907","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rb9vg6","1889-09-07","1889-09-07","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","6 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1h15rfq/manifest"
"Work","1889-09-09 (vol. 01 | no. 73)","ark:/21198/z1c850rt","ark:/21198/z1f54zmt","ihc_ladiscusion_18890909","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c569rw","1889-09-09","1889-09-09","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","4 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1c850rt/manifest"
"Work","1889-09-10 (vol. 01 | no. 74)","ark:/21198/z17m2zd0","ark:/21198/z1f54zmt","ihc_ladiscusion_18890910","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13n4tb9","1889-09-10","1889-09-10","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","4 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz17m2zd0/manifest"
"Work","1889-09-11 (vol. 01 | no. 75)","ark:/21198/z13v26n6","ark:/21198/z1f54zmt","ihc_ladiscusion_18890911","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v43k3j","1889-09-11","1889-09-11","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","4 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13v26n6/manifest"
"Work","1889-09-12 (vol. 01 | no. 76)","ark:/21198/z1031fxs","ark:/21198/z1f54zmt","ihc_ladiscusion_18890912","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kq0s2t","1889-09-12","1889-09-12","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","4 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1031fxs/manifest"
"Work","1889-09-13 (vol. 01 | no. 77)","ark:/21198/z1vb0zhd","ark:/21198/z1f54zmt","ihc_ladiscusion_18890913","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b598nz","1889-09-13","1889-09-13","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","4 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1vb0zhd/manifest"
"Work","1889-09-14 (vol. 01 | no. 78)","ark:/21198/z1qk06q5","ark:/21198/z1f54zmt","ihc_ladiscusion_18890914","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12n7s5g","1889-09-14","1889-09-14","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","4 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1qk06q5/manifest"
"Work","1889-09-16 (vol. 01 | no. 79)","ark:/21198/z1ks9g09","ark:/21198/z1f54zmt","ihc_ladiscusion_18890916","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t757b1","1889-09-16","1889-09-16","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","4 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ks9g09/manifest"
"Work","1889-09-17 (vol. 01 | no. 80)","ark:/21198/z1g18q8w","ark:/21198/z1f54zmt","ihc_ladiscusion_18890917","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jq3qwk","1889-09-17","1889-09-17","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","4 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1g18q8w/manifest"
"Work","1889-09-18 (vol. 01 | no. 81)","ark:/21198/z1bc6p0b","ark:/21198/z1f54zmt","ihc_ladiscusion_18890918","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19627f7","1889-09-18","1889-09-18","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","4 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1bc6p0b/manifest"
"Work","1889-09-19 (vol. 01 | no. 82)","ark:/21198/z16m5x8m","ark:/21198/z1f54zmt","ihc_ladiscusion_18890919","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11p0r06","1889-09-19","1889-09-19","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","4 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz16m5x8m/manifest"
"Work","1889-09-20 (vol. 01 | no. 83)","ark:/21198/z12v55j8","ark:/21198/z1f54zmt","ihc_ladiscusion_18890920","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s78673","1889-09-20","1889-09-20","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","4 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12v55j8/manifest"
"Work","1889-09-21 (vol. 01 | no. 84)","ark:/21198/z1z34p46","ark:/21198/z1f54zmt","ihc_ladiscusion_18890921","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hq6pvj","1889-09-21","1889-09-21","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","4 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1z34p46/manifest"
"Work","1889-09-23 (vol. 01 | no. 85)","ark:/21198/z1tb3xc1","ark:/21198/z1f54zmt","ihc_ladiscusion_18890923","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18656b9","1889-09-23","1889-09-23","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","4 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tb3xc1/manifest"
"Work","1889-09-24 (vol. 01 | no. 86)","ark:/21198/z1pk35m7","ark:/21198/z1f54zmt","ihc_ladiscusion_18890924","open","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10s2d9k","1889-09-24","1889-09-24","","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","4 pages","digitized microfilm","newspapers","spa","","","","Havana (Cuba)","","Instituto de Historia de Cuba","text","unknown","http://www.ihc.cu/, webmaster@ihc.cu","individuals","Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1pk35m7/manifest"
