Object Type,Title,Item ARK,Parent ARK,File Name,Visibility,Item Sequence,Thumbnail,Contents note,Date.created,Date.normalized,Description.note,Format.extent,Format.medium,Genre,Language,Local identifier,Place of origin,Repository,Type.typeOfResource,Rights.copyrightStatus,Rights.rightsHolderContact,viewingHint,Name.director,Subject,IIIF Manifest URL
Work,1940-09 (año 02 | num. 11),ark:/21198/z1dc0phd,ark:/21198/z1z92136,,open,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t17rcc,,1940-09-01/1940-09-30,1940-09-01/1940-09-30,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,44 pages,digitized microfilm,newspapers,spa,ihc_revistactc_194009,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Peña, Lazaro",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dc0phd/manifest
Work,1940-10 (año 02 | num. 12),ark:/21198/z18k9xrp,ark:/21198/z1z92136,,open,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zk84c2,,1940-10-01/1940-10-31,1940-10-01/1940-10-31,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,44 pages,digitized microfilm,newspapers,spa,ihc_revistactc_194010,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Peña, Lazaro",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz18k9xrp/manifest
Work,1940-11 (año 02 | num. 13),ark:/21198/z14t9626,ark:/21198/z1z92136,,open,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1448836,,1940-11-01/1940-11-30,1940-11-01/1940-11-30,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,42 pages,digitized microfilm,newspapers,spa,ihc_revistactc_194011,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Peña, Lazaro",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14t9626/manifest
Work,1940-12 (año 02 | num. 14),ark:/21198/z1128f8w,ark:/21198/z1z92136,,open,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1df9cv8,,1940-12-01/1940-12-31,1940-12-01/1940-12-31,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,44 pages,digitized microfilm,newspapers,spa,ihc_revistactc_194012,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Peña, Lazaro",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1128f8w/manifest
Work,1942-01 (año 04 | num. 24),ark:/21198/z1w97xs6,ark:/21198/z1z92136,,open,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k09rz7,,1942-01-01/1942-01-31,1942-01-01/1942-01-31,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,20 pages,digitized microfilm,newspapers,spa,ihc_revistactc_194201,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Peña, Lazaro",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1w97xs6/manifest
Work,1942-02 (año 04 | num. 25),ark:/21198/z1rj7645,ark:/21198/z1z92136,,open,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18k9xs4,,1942-02-01/1942-02-28,1942-02-01/1942-02-28,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,20 pages,digitized microfilm,newspapers,spa,ihc_revistactc_194202,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Peña, Lazaro",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1rj7645/manifest
Work,1942-03 (año 04 | num. 26),ark:/21198/z1ms6fgb,ark:/21198/z1z92136,,open,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g47c18,,1942-03-01/1942-03-31,1942-03-01/1942-03-31,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,28 pages,digitized microfilm,newspapers,spa,ihc_revistactc_194203,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Peña, Lazaro",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ms6fgb/manifest
Work,1942-04 (año 04 | num. 27),ark:/21198/z1h44d3r,ark:/21198/z1z92136,,open,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1np4s4h,,1942-04-01/1942-04-30,1942-04-01/1942-04-30,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,28 pages,digitized microfilm,newspapers,spa,ihc_revistactc_194204,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Peña, Lazaro",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1h44d3r/manifest
Work,1942-05 (año 04 | num. 28),ark:/21198/z1cc3nc1,ark:/21198/z1z92136,,open,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v726bs,,1942-05-01/1942-05-31,1942-05-01/1942-05-31,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,32 pages,digitized microfilm,newspapers,spa,ihc_revistactc_194205,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Peña, Lazaro",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1cc3nc1/manifest
Work,1942-06 (año 04 | num. 29),ark:/21198/z17m2wmv,ark:/21198/z1z92136,,open,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s783z8,,1942-06-01/1942-06-30,1942-06-01/1942-06-30,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,32 pages,digitized microfilm,newspapers,spa,ihc_revistactc_194206,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Peña, Lazaro",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz17m2wmv/manifest
Work,1942-07 (año 04 | num. 30),ark:/21198/z13v24tm,ark:/21198/z1z92136,,open,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qc2r59,,1942-07-01/1942-07-31,1942-07-01/1942-07-31,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,36 pages,digitized microfilm,newspapers,spa,ihc_revistactc_194207,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Peña, Lazaro",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13v24tm/manifest
Work,1942-08 (año 04 | num. 31),ark:/21198/z1031d3m,ark:/21198/z1z92136,,open,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cv75d1,,1942-08-01/1942-08-31,1942-08-01/1942-08-31,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,34 pages,digitized microfilm,newspapers,spa,ihc_revistactc_194208,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Peña, Lazaro",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1031d3m/manifest
Work,1942-09 (año 04 | num. 32),ark:/21198/z1vb0wq8,ark:/21198/z1z92136,,open,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16711x2,,1942-09-01/1942-09-30,1942-09-01/1942-09-30,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,40 pages,digitized microfilm,newspapers,spa,ihc_revistactc_194209,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Peña, Lazaro",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1vb0wq8/manifest
Work,1942-10 (año 04 | num. 33),ark:/21198/z1qk04zg,ark:/21198/z1z92136,,open,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m92x9j,,1942-10-01/1942-10-31,1942-10-01/1942-10-31,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,40 pages,digitized microfilm,newspapers,spa,ihc_revistactc_194210,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Peña, Lazaro",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1qk04zg/manifest
Work,1942-11 (año 04 | num. 34),ark:/21198/z1kw83pc,ark:/21198/z1z92136,,open,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11c4jj9,,1942-11-01/1942-11-30,1942-11-01/1942-11-30,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,40 pages,digitized microfilm,newspapers,spa,ihc_revistactc_194211,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Peña, Lazaro",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1kw83pc/manifest
Work,1942-12 (año 04 | num. 35),ark:/21198/z1g47c0t,ark:/21198/z1z92136,,open,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fb7qn7,,1942-12-01/1942-12-31,1942-12-01/1942-12-31,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,40 pages,digitized microfilm,newspapers,spa,ihc_revistactc_194212,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Peña, Lazaro",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1g47c0t/manifest
Work,1943-01 (año 05 | num. 36),ark:/21198/z1bc6m66,ark:/21198/z1z92136,,open,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vd9m4f,,1943-01-01/1943-01-31,1943-01-01/1943-01-31,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,52 pages,digitized microfilm,newspapers,spa,ihc_revistactc_194301,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Peña, Lazaro",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1bc6m66/manifest
Work,1943-02 (año 05 | num. 37),ark:/21198/z16m5vf1,ark:/21198/z1z92136,,open,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h15prx,,1943-02-01/1943-02-28,1943-02-01/1943-02-28,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,39 pages,digitized microfilm,newspapers,spa,ihc_revistactc_194302,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Peña, Lazaro",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz16m5vf1/manifest
Work,1943-03 (año 05 | num. 38),ark:/21198/z12v53qp,ark:/21198/z1z92136,,open,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x37k74,,1943-03-01/1943-03-31,1943-03-01/1943-03-31,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,40 pages,digitized microfilm,newspapers,spa,ihc_revistactc_194303,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Peña, Lazaro",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12v53qp/manifest
Work,1943-04 (año 05 | num. 39),ark:/21198/z1z34mb2,ark:/21198/z1z92136,,open,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b596gw,,1943-04-01/1943-04-30,1943-04-01/1943-04-30,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,40 pages,digitized microfilm,newspapers,spa,ihc_revistactc_194304,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Peña, Lazaro",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1z34mb2/manifest
Work,1943-05 (año 05 | num. 40),ark:/21198/z1tf2jzr,ark:/21198/z1z92136,,open,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r81303,,1943-05-01/1943-05-31,1943-05-01/1943-05-31,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,40 pages,digitized microfilm,newspapers,spa,ihc_revistactc_194305,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Peña, Lazaro",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tf2jzr/manifest
Work,"1943-06, 1943-07 (año 05 | num. 41-42)",ark:/21198/z1pp1tbs,ark:/21198/z1z92136,,open,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15b2q61,,1943-06-01/1943-07-31,1943-06-01/1943-07-31,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,41 pages,digitized microfilm,newspapers,spa,ihc_revistactc_194306_194307,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Peña, Lazaro",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1pp1tbs/manifest
Work,1943-08 (año 05 | num. 43),ark:/21198/z1jx12mf,ark:/21198/z1z92136,,open,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fn3txn,,1943-08-01/1943-08-31,1943-08-01/1943-08-31,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,50 pages,digitized microfilm,newspapers,spa,ihc_revistactc_194308,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Peña, Lazaro",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1jx12mf/manifest
Work,1943-09 (año 05 | num. 44),ark:/21198/z1f509vk,ark:/21198/z1z92136,,open,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16x1zsb,,1943-09-01/1943-09-30,1943-09-01/1943-09-30,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,103 pages,digitized microfilm,newspapers,spa,ihc_revistactc_194309,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Peña, Lazaro",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1f509vk/manifest
Work,"1943-10, 1943-11, 1943-12 (año 05 | num. 45-47)",ark:/21198/z19c9k2t,ark:/21198/z1z92136,,open,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h44d63,,1943-10-01/1943-12-31,1943-10-01/1943-12-31,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,46 pages,digitized microfilm,newspapers,spa,ihc_revistactc_194310_194312,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Peña, Lazaro",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19c9k2t/manifest
Work,"1944-01, 1944-02 (año 05 | num. 48-49)",ark:/21198/z15m8tb3,ark:/21198/z1z92136,,open,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hx41d5,,1944-01-01/1944-02-29,1944-01-01/1944-02-29,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,46 pages,digitized microfilm,newspapers,spa,ihc_revistactc_194401_194402,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Peña, Lazaro",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15m8tb3/manifest
Work,"1944-03, 1944-04, 1944-05 (año 05 | num. 50-52)",ark:/21198/z11v82n6,ark:/21198/z1z92136,,open,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jt2c47,,1944-03-01/1944-05-31,1944-03-01/1944-05-31,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,46 pages,digitized microfilm,newspapers,spa,ihc_revistactc_194403_194405,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Peña, Lazaro",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11v82n6/manifest
Work,"1944-06, 1944-07 (año 05 | num. 52-53)",ark:/21198/z1x668j3,ark:/21198/z1z92136,,open,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1km20kr,"Issue is printed as ""Julio, 1944"" but dated as ""Junio-Julio de 1944"".",1944-06-01/1944-07-31,1944-06-01/1944-07-31,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,54 pages,digitized microfilm,newspapers,spa,ihc_revistactc_194406_194407,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,"Peña, Lazaro",Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1x668j3/manifest
