Object Type,Title,Item ARK,Parent ARK,Local identifier,File Name,Item Sequence,Visibility,Thumbnail,Name.creator,Contributor.proprietor,AltTitle.other,collection.physical,Contents note,Date.created,Date.normalized,Summary,Format.dimensions,Format.extent,Format.medium,Genre,Language,Place of origin,Publisher.publisherName,Repository,Type.typeOfResource,Rights.copyrightStatus,Rights.rightsHolderContact,viewingHint,Subject,IIIF Manifest URL
Work,1882-09-21,ark:/21198/z1tt7dbq,ark:/21198/z15b2qw0,ihc_elmudo_18820921,,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qg1gbw,"Sterling, Adolfo Marquez","Sterling, Adolfo Marquez",,,,1882-09-21,1882-09-21,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,,4 pages,digitized microfilm,newspapers,spa,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tt7dbq/manifest
Work,1882-09-22,ark:/21198/z1q26nnr,ark:/21198/z15b2qw0,ihc_elmudo_18820922,,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g18p8g,"Sterling, Adolfo Marquez","Sterling, Adolfo Marquez",,,,1882-09-22,1882-09-22,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,,4 pages,digitized microfilm,newspapers,spa,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1q26nnr/manifest
Work,1882-09-23,ark:/21198/z1kd4m99,ark:/21198/z15b2qw0,ihc_elmudo_18820923,,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16h75w9,"Sterling, Adolfo Marquez","Sterling, Adolfo Marquez",,,,1882-09-23,1882-09-23,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,,4 pages,digitized microfilm,newspapers,spa,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1kd4m99/manifest
Work,1882-09-25,ark:/21198/z1fn3vm1,ark:/21198/z15b2qw0,ihc_elmudo_18820925,,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z05xmq,"Sterling, Adolfo Marquez","Sterling, Adolfo Marquez",,,,1882-09-25,1882-09-25,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,,4 pages,digitized microfilm,newspapers,spa,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fn3vm1/manifest
Work,1882-09-26,ark:/21198/z19w33zk,ark:/21198/z15b2qw0,ihc_elmudo_18820926,,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pg4f4m,"Sterling, Adolfo Marquez","Sterling, Adolfo Marquez",,,,1882-09-26,1882-09-26,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,,4 pages,digitized microfilm,newspapers,spa,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19w33zk/manifest
Work,1882-09-27,ark:/21198/z1642c5p,ark:/21198/z15b2qw0,ihc_elmudo_18820927,,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f21n4n,"Sterling, Adolfo Marquez","Sterling, Adolfo Marquez",,,,1882-09-27,1882-09-27,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,,4 pages,digitized microfilm,newspapers,spa,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1642c5p/manifest
Work,1882-09-28,ark:/21198/z12c1mgd,ark:/21198/z15b2qw0,ihc_elmudo_18820928,,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15j04q1,"Sterling, Adolfo Marquez","Sterling, Adolfo Marquez",,,,1882-09-28,1882-09-28,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,,4 pages,digitized microfilm,newspapers,spa,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12c1mgd/manifest
Work,1882-09-29,ark:/21198/z1xm13x6,ark:/21198/z15b2qw0,ihc_elmudo_18820929,,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x08wgb,"Sterling, Adolfo Marquez","Sterling, Adolfo Marquez",,,,1882-09-29,1882-09-29,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,,4 pages,digitized microfilm,newspapers,spa,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1xm13x6/manifest
Work,1882-09-30,ark:/21198/z1sv0c6w,ark:/21198/z15b2qw0,ihc_elmudo_18820930,,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nk63gf,"Sterling, Adolfo Marquez","Sterling, Adolfo Marquez",,,,1882-09-30,1882-09-30,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,,4 pages,digitized microfilm,newspapers,spa,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1sv0c6w/manifest
Work,1882-10-02,ark:/21198/z1p589xp,ark:/21198/z15b2qw0,ihc_elmudo_18821002,,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1d24m3m,"Sterling, Adolfo Marquez","Sterling, Adolfo Marquez",,,,1882-10-02,1882-10-02,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,,4 pages,digitized microfilm,newspapers,spa,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1p589xp/manifest
Work,1882-10-03,ark:/21198/z1jd7k7t,ark:/21198/z15b2qw0,ihc_elmudo_18821003,,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14j33m3,"Sterling, Adolfo Marquez","Sterling, Adolfo Marquez",,,,1882-10-03,1882-10-03,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,,4 pages,digitized microfilm,newspapers,spa,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1jd7k7t/manifest
Work,1882-10-04,ark:/21198/z1dn6th3,ark:/21198/z15b2qw0,ihc_elmudo_18821004,,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w11vbh,"Sterling, Adolfo Marquez","Sterling, Adolfo Marquez",,,,1882-10-04,1882-10-04,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,,6 pages,digitized microfilm,newspapers,spa,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dn6th3/manifest
Work,1882-10-05,ark:/21198/z18w62sr,ark:/21198/z15b2qw0,ihc_elmudo_18821005,,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gt89ns,"Sterling, Adolfo Marquez","Sterling, Adolfo Marquez",,,,1882-10-05,1882-10-05,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,,4 pages,digitized microfilm,newspapers,spa,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz18w62sr/manifest
Work,1882-10-06,ark:/21198/z1545b19,ark:/21198/z15b2qw0,ihc_elmudo_18821006,,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1796t45,"Sterling, Adolfo Marquez","Sterling, Adolfo Marquez",,,,1882-10-06,1882-10-06,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,,4 pages,digitized microfilm,newspapers,spa,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1545b19/manifest
Work,1882-10-07,ark:/21198/z11c4k9k,ark:/21198/z15b2qw0,ihc_elmudo_18821007,,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zs5jzk,"Sterling, Adolfo Marquez","Sterling, Adolfo Marquez",,,,1882-10-07,1882-10-07,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,,4 pages,digitized microfilm,newspapers,spa,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11c4k9k/manifest
Work,1882-10-09,ark:/21198/z1wm42vq,ark:/21198/z15b2qw0,ihc_elmudo_18821009,,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qc2rx5,"Sterling, Adolfo Marquez","Sterling, Adolfo Marquez",,,,1882-10-09,1882-10-09,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,,4 pages,digitized microfilm,newspapers,spa,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1wm42vq/manifest
Work,1882-10-10,ark:/21198/z1rz21fc,ark:/21198/z15b2qw0,ihc_elmudo_18821010,,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fv18gh,"Sterling, Adolfo Marquez","Sterling, Adolfo Marquez",,,,1882-10-10,1882-10-10,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,,4 pages,digitized microfilm,newspapers,spa,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1rz21fc/manifest
Work,1882-10-11,ark:/21198/z1n618t9,ark:/21198/z15b2qw0,ihc_elmudo_18821011,,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1699s0s,"Sterling, Adolfo Marquez","Sterling, Adolfo Marquez",,,,1882-10-11,1882-10-11,Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.,,4 pages,digitized microfilm,newspapers,spa,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Havana (Cuba) -- newspapers|~|Cuba -- Politics and government -- newspapers|~|Cuba -- newspapers,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1n618t9/manifest
