Object Type,Title,Item ARK,Parent ARK,File Name,Item Sequence,Visibility,Thumbnail,Contents note,Date.created,Date.normalized,Description.note,Format.extent,Genre,Language,Local identifier,Place of origin,Publisher.publisherName,Repository,Type.typeOfResource,Rights.copyrightStatus,Rights.rightsHolderContact,viewingHint,Name.editor,Subject,IIIF Manifest URL
Work,1916-10 (vol. 01 | no. 10),ark:/21198/z1tj0qxn,ark:/21198/z1cg1tbx,,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xh1x3b,"Magazine was digitized by Oficina del Historiador de La Ciudad de La Habana.|~|Algunas páginas se encuentran ligeramente inclimadas debido a la mala encuadernación del documento original. No todas las páginas tienen el mismo tamaño, esto es debido a la encuadernación.",octubre 1916|~|1916-09-30/1916-10-30,1916-09-30/1916-10-30,,56 pages,magazines (periodicals),spa,ohch_social_191610,Havana (Cuba),Massaguer Brothers,Oficina del Historiador de La Ciudad de La Habana,text,unknown,biblioteca@patrimonio.ohc.cu,paged,"Massaguer, Conrado",Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tj0qxn/manifest
Work,1916-11 (vol. 01 | no. 11),ark:/21198/z1ps0075,ark:/21198/z1cg1tbx,,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pp1bn1,"Magazine was digitized by Oficina del Historiador de La Ciudad de La Habana.|~|Algunas páginas se encuentran ligeramente inclimadas debido a la mala encuadernación del documento original. No todas las páginas tienen el mismo tamaño, esto es debido a la encuadernación. Contiene en la última página la fotografía de un texto que se halla tambien en el centro de las dos páginas en medio del documento.",noviembre 1916|~|1916-10-31/1916-11-29,1916-10-31/1916-11-29,,48 pages,magazines (periodicals),spa,ohch_social_191611,Havana (Cuba),Massaguer Brothers,Oficina del Historiador de La Ciudad de La Habana,text,unknown,biblioteca@patrimonio.ohc.cu,paged,"Massaguer, Conrado",Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ps0075/manifest
Work,1916-12 (vol. 01 | no. 12),ark:/21198/z1k097k3,ark:/21198/z1cg1tbx,,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c272f9,"Magazine was digitized by Oficina del Historiador de La Ciudad de La Habana.|~|Algunas páginas se encuentran ligeramente inclimadas debido a la mala encuadernación del documento original. No todas las páginas tienen el mismo tamaño, esto es debido a la encuadernación. Contiene en la última página la colección de fotografías titulada ``Las tardes del hipódromo´´ que ocupaba las dos hojas del medio del documento. No todas las páginas del documento original tienen el mismo color de fondo.",diciembre 1916|~|1916-11-30/1916-12-30,1916-11-30/1916-12-30,,58 pages,magazines (periodicals),spa,ohch_social_191612,Havana (Cuba),Massaguer Brothers,Oficina del Historiador de La Ciudad de La Habana,text,unknown,biblioteca@patrimonio.ohc.cu,paged,"Massaguer, Conrado",Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1k097k3/manifest
Work,1917-01 (vol. 02 | no. 01),ark:/21198/z1f78gvc,ark:/21198/z1cg1tbx,,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r236cz,"Magazine was digitized by Oficina del Historiador de La Ciudad de La Habana.|~|Algunas páginas se encuentran ligeramente inclimadas debido a la mala encuadernación del documento original. No todas las páginas tienen el mismo tamaño, esto es debido a la encuadernación. En el documento original los bordes están guillotinados, generalmente se nota más en los bordes inferiores, esto se hizo cuando se reencuadernó el documento. Al final del documento se encuentra el dibujo completo que aparece entre las dos páginas del medio del documento, titulado ``Nautica Social´´.",enero 1917|~|1916-12-31/1917-01-30,1916-12-31/1917-01-30,,56 pages,magazines (periodicals),spa,ohch_social_191701,Havana (Cuba),Massaguer Brothers,Oficina del Historiador de La Ciudad de La Habana,text,unknown,biblioteca@patrimonio.ohc.cu,paged,"Massaguer, Conrado",Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1f78gvc/manifest
Work,1917-02 (vol. 02 | no. 02),ark:/21198/z19g7r42,ark:/21198/z1cg1tbx,,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cg1w3m,"Magazine was digitized by Oficina del Historiador de La Ciudad de La Habana.|~|Algunas páginas se encuentran ligeramente inclimadas debido a la mala encuadernación del documento original. No todas las páginas tienen el mismo tamaño, esto es debido a la encuadernación. En el documento original los bordes están guillotinados, generalmente se nota más en los bordes inferiores, esto se hizo cuando se reencuadernó el documento.",febrero 1917|~|1917-01-31/1917-02-27,1917-01-31/1917-02-27,,56 pages,magazines (periodicals),spa,ohch_social_191702,Havana (Cuba),Massaguer Brothers,Oficina del Historiador de La Ciudad de La Habana,text,unknown,biblioteca@patrimonio.ohc.cu,paged,"Massaguer, Conrado",Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19g7r42/manifest
Work,1917-03 (vol. 02 | no. 03),ark:/21198/z15q70c8,ark:/21198/z1cg1tbx,,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14n19jz,"Magazine was digitized by Oficina del Historiador de La Ciudad de La Habana.|~|Algunas páginas se encuentran ligeramente inclimadas debido a la mala encuadernación del documento original. No todas las páginas tienen el mismo tamaño, esto es debido a la encuadernación. En el documento original los bordes están guillotinados, generalmente se nota más en los bordes inferiores, esto se hizo cuando se reencuadernó el documento. Contiene en la ultima página el dibujo completo que aparece entre las páginas del medio del documento. Titulado: ``Al combate corred bayameses. Los milicianos del 401.´´",marzo 1917|~|1917-02-28/1917-03-30,1917-02-28/1917-03-30,,56 pages,magazines (periodicals),spa,ohch_social_191703,Havana (Cuba),Massaguer Brothers,Oficina del Historiador de La Ciudad de La Habana,text,unknown,biblioteca@patrimonio.ohc.cu,paged,"Massaguer, Conrado",Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15q70c8/manifest
Work,1917-04 (vol. 02 | no. 04),ark:/21198/z1224z1r,ark:/21198/z1cg1tbx,,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s207js,"Magazine was digitized by Oficina del Historiador de La Ciudad de La Habana.|~|Algunas páginas se encuentran ligeramente inclimadas debido a la mala encuadernación del documento original. No todas las páginas tienen el mismo tamaño, esto es debido a la encuadernación. En el documento original los bordes están guillotinados, generalmente se nota más en los bordes inferiores, esto se hizo cuando se reencuadernó el documento.",abril 1917|~|1917-03-31/1917-04-29,1917-03-31/1917-04-29,,56 pages,magazines (periodicals),spa,ohch_social_191704,Havana (Cuba),Massaguer Brothers,Oficina del Historiador de La Ciudad de La Habana,text,unknown,biblioteca@patrimonio.ohc.cu,paged,"Massaguer, Conrado",Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1224z1r/manifest
Work,1917-05 (vol. 02 | no. 05),ark:/21198/z1x94fjf,ark:/21198/z1cg1tbx,,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j98cfc,"Magazine was digitized by Oficina del Historiador de La Ciudad de La Habana.|~|Algunas páginas se encuentran ligeramente inclimadas debido a la encuadernación del documento original. No todas las páginas tienen el mismo tamaño, esto es debido a la encuadernación. En el documento original los bordes están guillotinados, generalmente se nota más en los bordes inferiores, esto se hizo cuando se reencuadernó el documento.",mayo 1917|~|1917-04-30/1917-05-30,1917-04-30/1917-05-30,,40 pages,magazines (periodicals),spa,ohch_social_191705,Havana (Cuba),Massaguer Brothers,Oficina del Historiador de La Ciudad de La Habana,text,unknown,biblioteca@patrimonio.ohc.cu,paged,"Massaguer, Conrado",Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1x94fjf/manifest
Work,1917-06 (vol. 02 | no. 06),ark:/21198/z1sj3pv5,ark:/21198/z1cg1tbx,,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cc35r5,"Magazine was digitized by Oficina del Historiador de La Ciudad de La Habana.|~|Algunas páginas se encuentran ligeramente inclimadas debido a la encuadernación del documento original. En el documento original los bordes están guillotinados, generalmente se nota más en los bordes inferiores, esto se hizo cuando se reencuadernó el documento.",junio 1917|~|1917-05-31/1917-06-29,1917-05-31/1917-06-29,,40 pages,magazines (periodicals),spa,ohch_social_191706,Havana (Cuba),Massaguer Brothers,Oficina del Historiador de La Ciudad de La Habana,text,unknown,biblioteca@patrimonio.ohc.cu,paged,"Massaguer, Conrado",Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1sj3pv5/manifest
Work,1917-07 (vol. 02 | no. 07),ark:/21198/z1ns2z6r,ark:/21198/z1cg1tbx,,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16h6pdv,"Magazine was digitized by Oficina del Historiador de La Ciudad de La Habana.|~|Algunas páginas se encuentran ligeramente inclimadas debido a la encuadernación del documento original. En el documento original los bordes están guillotinados, generalmente se nota más en los bordes inferiores, esto se hizo cuando se reencuadernó el documento. Contiene en la última página las imágenes que aparecen en las páginas del medio del documento tituladas ``Mujeres y flores´´.",julio 1917|~|1917-06-30/1917-07-30,1917-06-30/1917-07-30,,40 pages,magazines (periodicals),spa,ohch_social_191707,Havana (Cuba),Massaguer Brothers,Oficina del Historiador de La Ciudad de La Habana,text,unknown,biblioteca@patrimonio.ohc.cu,paged,"Massaguer, Conrado",Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ns2z6r/manifest
Work,1917-08 (vol. 02 | no. 08),ark:/21198/z1j126gq,ark:/21198/z1cg1tbx,,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ww9ppk,"Magazine was digitized by Oficina del Historiador de La Ciudad de La Habana.|~|Algunas páginas se encuentran ligeramente inclimadas debido a la encuadernación del documento original. En el documento original los bordes están guillotinados, generalmente se nota más en los bordes inferiores, esto se hizo cuando se reencuadernó el documento.",agosto 1917|~|1917-07-31/1917-08-30,1917-07-31/1917-08-30,,40 pages,magazines (periodicals),spa,ohch_social_191708,Havana (Cuba),Massaguer Brothers,Oficina del Historiador de La Ciudad de La Habana,text,unknown,biblioteca@patrimonio.ohc.cu,paged,"Massaguer, Conrado",Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1j126gq/manifest
Work,1917-09 (vol. 02 | no. 09),ark:/21198/z1d81fp3,ark:/21198/z1cg1tbx,,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r236dd,"Magazine was digitized by Oficina del Historiador de La Ciudad de La Habana.|~|Algunas páginas se encuentran ligeramente inclimadas debido a la encuadernación del documento original. En el documento original los bordes están guillotinados, generalmente se nota más en los bordes inferiores, esto se hizo cuando se reencuadernó el documento.Contiene en la última página, la imagen completa del grupo de fotos titulado, Presenten Armas, que se encuentra entre las dos páginas del medio del documento.",septiembre 1917|~|1917-08-31/1917-09-29,1917-08-31/1917-09-29,,58 pages,magazines (periodicals),spa,ohch_social_191709,Havana (Cuba),Massaguer Brothers,Oficina del Historiador de La Ciudad de La Habana,text,unknown,biblioteca@patrimonio.ohc.cu,paged,"Massaguer, Conrado",Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1d81fp3/manifest
Work,1917-10 (vol. 02 | no. 10),ark:/21198/z18h0pzc,ark:/21198/z1cg1tbx,,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz141933g,"Magazine was digitized by Oficina del Historiador de La Ciudad de La Habana.|~|Algunas páginas se encuentran ligeramente inclimadas debido a la encuadernación del documento original. En el documento original los bordes están guillotinados, generalmente se nota más en los bordes inferiores, esto se hizo cuando se reencuadernó el documento.Contiene en la última página, la imagen completa del dibujo titulado ``La canoa del Union Club´´ que se encuentra entre las páginas 28-29 del documento.",octubre 1917|~|1917-09-30/1917-10-30,1917-09-30/1917-10-30,,56 pages,magazines (periodicals),spa,ohch_social_191710,Havana (Cuba),Massaguer Brothers,Oficina del Historiador de La Ciudad de La Habana,text,unknown,biblioteca@patrimonio.ohc.cu,paged,"Massaguer, Conrado",Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz18h0pzc/manifest
Work,1917-11 (vol. 02 | no. 11),ark:/21198/z14t8np8,ark:/21198/z1cg1tbx,,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rf814f,"Magazine was digitized by Oficina del Historiador de La Ciudad de La Habana.|~|Algunas páginas se encuentran ligeramente inclimadas debido a la encuadernación del documento original. En el documento original los bordes están guillotinados, generalmente se nota más en los bordes inferiores, esto se hizo cuando se reencuadernó el documento.Contiene en la última página, la colección de fotografías que se encuentran entre las páginas 28 y 29.",noviembre 1917|~|1917-10-31/1917-11-29,1917-10-31/1917-11-29,,56 pages,magazines (periodicals),spa,ohch_social_191711,Havana (Cuba),Massaguer Brothers,Oficina del Historiador de La Ciudad de La Habana,text,unknown,biblioteca@patrimonio.ohc.cu,paged,"Massaguer, Conrado",Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14t8np8/manifest
Work,1917-12 (vol. 02 | no. 12),ark:/21198/z1127wxd,ark:/21198/z1cg1tbx,,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cv6pqw,"Magazine was digitized by Oficina del Historiador de La Ciudad de La Habana.|~|Algunas páginas se encuentran ligeramente inclimadas debido a la encuadernación del documento original. En el documento original los bordes están guillotinados, generalmente se nota más en los bordes inferiores, esto se hizo cuando se reencuadernó el documento.Contiene en la antepenúltima página, las dos fotografías que se encuentran entre las páginas 36 y 37. Las dos últimas imagenes son de una propaganda de autos que se encuentra originalmente presillada entre la página 62-63.",diciembre 1917|~|1917-11-30/1917-12-30,1917-11-30/1917-12-30,,75 pages,magazines (periodicals),spa,ohch_social_191712,Havana (Cuba),Massaguer Brothers,Oficina del Historiador de La Ciudad de La Habana,text,unknown,biblioteca@patrimonio.ohc.cu,paged,"Massaguer, Conrado",Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1127wxd/manifest
Work,1918-01 (vol. 03 | no. 01),ark:/21198/z1w97dgz,ark:/21198/z1cg1tbx,,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pv8rg4,"Magazine was digitized by Oficina del Historiador de La Ciudad de La Habana.|~|Algunas páginas se encuentran ligeramente inclimadas debido a la encuadernación del documento original. En el documento original los bordes están guillotinados, generalmente se nota más en los bordes inferiores, esto se hizo cuando se reencuadernó el documento.Contiene en la última página las fotografías y las notas completas que se encuentran entre las páginas 28 y 29. La portada y las dos primeras páginas del documento original se encontraban razgados.",enero 1918|~|1917-12-31/1918-01-30,1917-12-31/1918-01-30,,56 pages,magazines (periodicals),spa,ohch_social_191801,Havana (Cuba),Massaguer Brothers,Oficina del Historiador de La Ciudad de La Habana,text,unknown,biblioteca@patrimonio.ohc.cu,paged,"Massaguer, Conrado",Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1w97dgz/manifest
Work,1918-02 (vol. 03 | no. 02),ark:/21198/z1rj6nsp,ark:/21198/z1cg1tbx,,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b87f4k,"Magazine was digitized by Oficina del Historiador de La Ciudad de La Habana.|~|Algunas páginas se encuentran ligeramente inclimadas debido a la encuadernación del documento original. En el documento original los bordes están guillotinados, generalmente se nota más en los bordes inferiores, esto se hizo cuando se reencuadernó el documento.",febrero 1918|~|1918-01-31/1918-02-27,1918-01-31/1918-02-27,,56 pages,magazines (periodicals),spa,ohch_social_191802,Havana (Cuba),Massaguer Brothers,Oficina del Historiador de La Ciudad de La Habana,text,unknown,biblioteca@patrimonio.ohc.cu,paged,"Massaguer, Conrado",Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1rj6nsp/manifest
Work,1918-03 (vol. 03 | no. 03),ark:/21198/z1ms5x3t,ark:/21198/z1cg1tbx,,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13f6vqb,"Magazine was digitized by Oficina del Historiador de La Ciudad de La Habana.|~|Algunas páginas se encuentran ligeramente inclimadas debido a la encuadernación del documento original. En el documento original los bordes están guillotinados, generalmente se nota más en los bordes inferiores, esto se hizo cuando se reencuadernó el documento.Contiene al final del documento el dibujo completo titulado ``El palacio presidencial´´que se encuentra entre las páginas 28 y 29.",marzo 1918|~|1918-02-28/1918-03-30,1918-02-28/1918-03-30,,56 pages,magazines (periodicals),spa,ohch_social_191803,Havana (Cuba),Massaguer Brothers,Oficina del Historiador de La Ciudad de La Habana,text,unknown,biblioteca@patrimonio.ohc.cu,paged,"Massaguer, Conrado",Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ms5x3t/manifest
Work,1918-04 (vol. 03 | no. 04),ark:/21198/z1h1559w,ark:/21198/z1cg1tbx,,,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qz4h17,"Magazine was digitized by Oficina del Historiador de La Ciudad de La Habana.|~|Algunas páginas se encuentran ligeramente inclimadas debido a la encuadernación del documento original. En el documento original los bordes están guillotinados, generalmente se nota más en los bordes inferiores, esto se hizo cuando se reencuadernó el documento.Contiene al final del documento el dibujo con texto que se encuentra entre las páginas 28 y 29. No todas las páginas tienen el mismo tamaño debido a la encuadernación.",abril 1918|~|1918-04-01/1918-04-30,1918-04-01/1918-04-30,,57 pages,magazines (periodicals),spa,ohch_social_191804,Havana (Cuba),Massaguer Brothers,Oficina del Historiador de La Ciudad de La Habana,text,unknown,biblioteca@patrimonio.ohc.cu,paged,"Massaguer, Conrado",Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1h1559w/manifest
