Object Type,Title,Item ARK,Parent ARK,File Name,Item Sequence,Visibility,Local identifier,Thumbnail,AltTitle.other,collection.physical,Contents note,Date.created,Date.normalized,Format.dimensions,Format.extent,Format.medium,Genre,Language,Name.creator,Name.subject,Note,Place of origin,Publisher.publisherName,Repository,Type.typeOfResource,Rights.copyrightStatus,Rights.rightsHolderContact,viewingHint,Name.director,Name.editor,Subject,IIIF Manifest URL
Work,1955-05-27 (vol. 01 | no. 14),ark:/21198/z1kw88ss,ark:/21198/z1dc0vmt,,,open,ihc_respuestas_19550527,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g767g3,,,,27 de mayo de 1955|~|1955-05-27,1955-05-27,,8 pages,digitized microfilm,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,,Departamento de Prensa del C.N. Del P.S.P,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1kw88ss/manifest
Work,1955-06-03 (vol. 01 | no. 15),ark:/21198/z1g47j2s,ark:/21198/z1dc0vmt,,,open,ihc_respuestas_19550603,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f79698,,,,3 de junio de 1955|~|1955-06-03,1955-06-03,,10 pages,digitized microfilm,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,,Departamento de Prensa del C.N. Del P.S.P,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1g47j2s/manifest
Work,1955-06-11 (vol. 01 | no. 16),ark:/21198/z1bc6s85,ark:/21198/z1dc0vmt,,,open,ihc_respuestas_19550611,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14r0nq0,,,,11 de junio de 1955|~|1955-06-11,1955-06-11,,8 pages,digitized microfilm,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,,Departamento de Prensa del C.N. Del P.S.P,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1bc6s85/manifest
Work,1955-06-20 (vol. 01 | no. 17),ark:/21198/z16m61jt,ark:/21198/z1dc0vmt,,,open,ihc_respuestas_19550620,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13v29x1,,,,20 de junio de 1955|~|1955-06-20,1955-06-20,,8 pages,digitized microfilm,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,,Departamento de Prensa del C.N. Del P.S.P,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz16m61jt/manifest
Work,1955-06-25 (vol. 01 | no. 18),ark:/21198/z12v58t3,ark:/21198/z1dc0vmt,,,open,ihc_respuestas_19550625,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12v58vj,,,,25 de junio de 1955|~|1955-06-25,1955-06-25,,8 pages,digitized microfilm,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,,Departamento de Prensa del C.N. Del P.S.P,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12v58t3/manifest
Work,1955-07-01 (vol. 01 | no. 19),ark:/21198/z1z63grf,ark:/21198/z1dc0vmt,,,open,ihc_respuestas_19550701,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11v87q5,,,,1 de julio de 1955|~|1955-07-01,1955-07-01,,10 pages,digitized microfilm,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,,Departamento de Prensa del C.N. Del P.S.P,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1z63grf/manifest
Work,1955-07-11 (vol. 01 | no. 20),ark:/21198/z1tf2r2k,ark:/21198/z1dc0vmt,,,open,ihc_respuestas_19550711,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rb9z96,,,,11 de julio de 1955|~|1955-07-11,1955-07-11,,10 pages,digitized microfilm,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,,Departamento de Prensa del C.N. Del P.S.P,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tf2r2k/manifest
Work,1955-07-18 (vol. 01 | no. 21),ark:/21198/z1pp20d4,ark:/21198/z1dc0vmt,,,open,ihc_respuestas_19550718,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fz047c,,,,18 de julio de 1955|~|1955-07-18,1955-07-18,,8 pages,digitized microfilm,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,,Departamento de Prensa del C.N. Del P.S.P,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1pp20d4/manifest
Work,1955-07-25 (vol. 01 | no. 22),ark:/21198/z1jx17nz,ark:/21198/z1dc0vmt,,,open,ihc_respuestas_19550725,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dz3330,,,,25 de julio de 1955|~|1955-07-25,1955-07-25,,16 pages,digitized microfilm,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,,Departamento de Prensa del C.N. Del P.S.P,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1jx17nz/manifest
Work,1955-08-06 (vol. 01 | no. 24),ark:/21198/z1f50gw3,ark:/21198/z1dc0vmt,,,open,ihc_respuestas_19550806,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bz90sc,,,,6 de agosto de 1955|~|1955-08-06,1955-08-06,,8 pages,digitized microfilm,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,,Departamento de Prensa del C.N. Del P.S.P,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1f50gw3/manifest
Work,1955-08-15 (vol. 01 | no. 25),ark:/21198/z19c9r3b,ark:/21198/z1dc0vmt,,,open,ihc_respuestas_19550815,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b01zm1,,,,15 de  agosto de 1955|~|1955-08-15,1955-08-15,,8 pages,digitized microfilm,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,,Departamento de Prensa del C.N. Del P.S.P,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19c9r3b/manifest
Work,1955-08-22 (vol. 01 | no. 26),ark:/21198/z15m90df,ark:/21198/z1dc0vmt,,,open,ihc_respuestas_19550822,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1933mxd,,,,22 de agosto de 1955|~|1955-08-22,1955-08-22,,8 pages,digitized microfilm,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,,Departamento de Prensa del C.N. Del P.S.P,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15m90df/manifest
Work,1955-08-30 (vol. 01 | no. 27),ark:/21198/z11z6z32,ark:/21198/z1dc0vmt,,,open,ihc_respuestas_19550830,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1836krk,,,,30 de agosto de 1955|~|1955-08-30,1955-08-30,,10 pages,digitized microfilm,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,,Departamento de Prensa del C.N. Del P.S.P,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11z6z32/manifest
Work,1955-09-05 (vol. 01 | no. 28),ark:/21198/z1x66fnh,ark:/21198/z1dc0vmt,,,open,ihc_respuestas_19550905,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zk89f1,,,,5 de septiembre de 1955|~|1955-09-05,1955-09-05,,8 pages,digitized microfilm,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,,Departamento de Prensa del C.N. Del P.S.P,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1x66fnh/manifest
Work,1955-09-12 (vol. 01 | no. 29),ark:/21198/z1sf5pxs,ark:/21198/z1dc0vmt,,,open,ihc_respuestas_19550912,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xm1896,,,,12 de septiembre de 1955|~|1955-09-12,1955-09-12,,8 pages,digitized microfilm,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,,Departamento de Prensa del C.N. Del P.S.P,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1sf5pxs/manifest
Work,1955-09-20 (vol. 01 | no. 30),ark:/21198/z1np4z4k,ark:/21198/z1dc0vmt,,,open,ihc_respuestas_19550920,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wq2xkr,,,,20 de septiembre de 1955|~|1955-09-20,1955-09-20,,13 pages,digitized microfilm,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,,Departamento de Prensa del C.N. Del P.S.P,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1np4z4k/manifest
Work,1955-10-10 (vol. 01 | no. 33),ark:/21198/z1hx46d7,ark:/21198/z1dc0vmt,,,open,ihc_respuestas_19551010,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16x24t7,,,,10 de octubre de 1955|~|1955-10-10,1955-10-10,,8 pages,digitized microfilm,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,,Departamento de Prensa del C.N. Del P.S.P,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1hx46d7/manifest
Work,1955-10-17 (vol. 01 | no. 34),ark:/21198/z1d53fmx,ark:/21198/z1dc0vmt,,,open,ihc_respuestas_19551017,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1613t22,,,,17 de octubre de 1955|~|1955-10-17,1955-10-17,,10 pages,digitized microfilm,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,,Departamento de Prensa del C.N. Del P.S.P,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1d53fmx/manifest
Work,1955-10-25 (vol. 01 | no. 35),ark:/21198/z18d2pxn,ark:/21198/z1dc0vmt,,,open,ihc_respuestas_19551025,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wh5hsj,,,,25 de octubre de 1955|~|1955-10-25,1955-10-25,,8 pages,digitized microfilm,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,,Departamento de Prensa del C.N. Del P.S.P,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz18d2pxn/manifest
Work,1955-10-31 (vol. 01 | no. 36),ark:/21198/z14r0npj,ark:/21198/z1dc0vmt,,,open,ihc_respuestas_19551031,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz108902z,,,,31 de octubre de 1955|~|1955-10-31,1955-10-31,,16 pages,digitized microfilm,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,,Departamento de Prensa del C.N. Del P.S.P,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14r0npj/manifest
Work,1955-11-15 (vol. 01 | no. 38),ark:/21198/z10z9x1k,ark:/21198/z1dc0vmt,,,open,ihc_respuestas_19551115,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x9553p,,,,15 de noviembre de 1955|~|1955-11-15,1955-11-15,,10 pages,digitized microfilm,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,,Departamento de Prensa del C.N. Del P.S.P,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10z9x1k/manifest
Work,1955-11-22 (vol. 01 | no. 39),ark:/21198/z1w69dh4,ark:/21198/z1dc0vmt,,,open,ihc_respuestas_19551122,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mw59wq,,,misprint: date printed as 1922,22 de noviembre de 1955|~|1955-11-22,1955-11-22,,8 pages,digitized microfilm,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,,Departamento de Prensa del C.N. Del P.S.P,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1w69dh4/manifest
Work,1955-11-26 (vol. 01 | no. 40),ark:/21198/z1rf8nsd,ark:/21198/z1dc0vmt,,,open,ihc_respuestas_19551126,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kw88t7,,,,26 de noviembre de 1955|~|1955-11-26,1955-11-26,,8 pages,digitized microfilm,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,,Departamento de Prensa del C.N. Del P.S.P,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1rf8nsd/manifest
Work,1955-12-03 (vol. 01 | no. 41),ark:/21198/z1mp7x06,ark:/21198/z1dc0vmt,,,open,ihc_respuestas_19551203,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jx17pd,,,,3 de diciembre de 1955|~|1955-12-03,1955-12-03,,8 pages,digitized microfilm,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,,Departamento de Prensa del C.N. Del P.S.P,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1mp7x06/manifest
Work,1955-12-10 (vol. 01 | no. 42),ark:/21198/z1gx757d,ark:/21198/z1dc0vmt,,,open,ihc_respuestas_19551210,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hx46fp,,,,10 de diciembre de 1955|~|1955-12-10,1955-12-10,,10 pages,digitized microfilm,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,,Departamento de Prensa del C.N. Del P.S.P,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1gx757d/manifest
Work,1955-12-17 (vol. 01 | no. 43),ark:/21198/z1c56djf,ark:/21198/z1dc0vmt,,,open,ihc_respuestas_19551217,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17h4c9b,,,,17 de diciembre de 1955|~|1955-12-17,1955-12-17,,7 pages,digitized microfilm,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,,Departamento de Prensa del C.N. Del P.S.P,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1c56djf/manifest
Work,1955-12-24 (vol. 01 | no. 44),ark:/21198/z17h4c7f,ark:/21198/z1dc0vmt,,,open,ihc_respuestas_19551224,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b882w8,,,,24 de diciembre de 1955|~|1955-12-24,1955-12-24,,8 pages,digitized microfilm,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,,Departamento de Prensa del C.N. Del P.S.P,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz17h4c7f/manifest
