"Object Type","Parent ARK","Item ARK","File Name","Title","AltTitle.other","Publisher.publisherName","Place of origin","volume","issue","Date.created","Date.normalized","Language","Type.typeOfResource","Genre","Format.extent","Format.dimensions","Title -old","Repository","Rights.copyrightStatus","Rights.publicationStatus","Rights.servicesContact","Contents note","Subject topic","viewingHint","Program","Item Sequence","Visibility","Local identifier","Thumbnail","IIIF Manifest URL"
"Work","ark:/21198/z1v79htf","ark:/21198/z1hv2nfm","","1885-11-26 (vol. 01, no. 19)","","Impr. El Figaro","Havana (Cuba)","vol. 01","no. 19","1885-11-26","1885-11-26","spa","text","newspapers","8 pages","20.5 x 30 cm","El Fígaro 1885-11-26","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18851126","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hv2nfm%2Fgf7iUemMp","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1hv2nfm/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1d31wtj","","1885-12-03 (vol. 01, no. 20)","","Impr. El Figaro","Havana (Cuba)","vol. 01","no. 20","1885-12-03","1885-12-03","spa","text","newspapers","8 pages","20.5 x 30 cm","El Fígaro 1885-12-03","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18851203","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1d31wtj%2FWi1q5AP3x","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1d31wtj/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z18b1542","","1885-12-10 (vol. 01, no. 21)","","Impr. El Figaro","Havana (Cuba)","vol. 01","no. 21","1885-12-10","1885-12-10","spa","text","newspapers","8 pages","20.5 x 30 cm","El Fígaro 1885-12-10","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18851210","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18b1542%2FOVJV4a6qg","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz18b1542/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z14k0dcw","","1885-12-19 (vol. 01, no. 22)","","Impr. El Figaro","Havana (Cuba)","vol. 01","no. 22","1885-12-19","1885-12-19","spa","text","newspapers","8 pages","20.5 x 30 cm","El Fígaro 1885-12-19","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18851219","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14k0dcw%2FqXlX4joa1","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14k0dcw/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z10s9nm5","","1885-12-28 (vol. 01, no. 23)","","Impr. El Figaro","Havana (Cuba)","vol. 01","no. 23","1885-12-28","1885-12-28","spa","text","newspapers","12 pages","20.5 x 30 cm","El Fígaro 1885-12-28","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18851228","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10s9nm5%2FTzdsCAgM3","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10s9nm5/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1w19517","","1886-01-07 (vol. 02, no. 01)","","Impr. El Figaro","Havana (Cuba)","vol. 02","no. 01","1886-01-07","1886-01-07","spa","text","newspapers","8 pages","22 x 30.5 cm","El Fígaro 1886-01-07","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18860107","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w19517%2FxqxCxiGv2","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1w19517/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1r88ddv","","1886-01-14 (vol. 02, no. 02)","","Impr. El Figaro","Havana (Cuba)","vol. 02","no. 02","1886-01-14","1886-01-14","spa","text","newspapers","8 pages","22 x 30.5 cm","El Fígaro 1886-01-14","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18860114","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r88ddv%2FkaFpG5rLi","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1r88ddv/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1mm6c2d","","1886-01-21 (vol. 02, no. 03)","","Impr. El Figaro","Havana (Cuba)","vol. 02","no. 03","1886-01-21","1886-01-21","spa","text","newspapers","8 pages","22 x 30.5 cm","El Fígaro 1886-01-21","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18860121","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mm6c2d%2FVS3CCn0PP","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1mm6c2d/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1gv5mdk","","1886-01-28 (vol. 02, no. 04)","","Impr. El Figaro","Havana (Cuba)","vol. 02","no. 04","1886-01-28","1886-01-28","spa","text","newspapers","8 pages","22 x 30.5 cm","El Fígaro 1886-01-28","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18860128","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gv5mdk%2FVTR1J2GY1","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1gv5mdk/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1c34vnq","","1886-02-04 (vol. 02, no. 05)","","Impr. El Figaro","Havana (Cuba)","vol. 02","no. 05","1886-02-04","1886-02-04","spa","text","newspapers","8 pages","22 x 30.5 cm","El Fígaro 1886-02-04","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18860204","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c34vnq%2FO2vXp6hOx","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1c34vnq/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z17b43vg","","1886-02-11 (vol. 02, no. 06)","","Impr. El Figaro","Havana (Cuba)","vol. 02","no. 06","1886-02-11","1886-02-11","spa","text","newspapers","8 pages","","El Fígaro 1886-02-11","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18860211","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17b43vg%2F7sOgoBS7n","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz17b43vg/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z13k3c3q","","1886-02-18 (vol. 02, no. 07)","","Impr. El Figaro","Havana (Cuba)","vol. 02","no. 07","1886-02-18","1886-02-18","spa","text","newspapers","8 pages","22 x 30.5 cm","El Fígaro 1886-02-18","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18860218","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13k3c3q%2FHkcCXIn4U","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13k3c3q/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1zt2vm1","","1886-02-25 (vol. 02, no. 08)","","Impr. El Figaro","Havana (Cuba)","vol. 02","no. 08","1886-02-25","1886-02-25","spa","text","newspapers","8 pages","22 x 30.5 cm","El Fígaro 1886-02-25","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18860225","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zt2vm1%2FlLMn9pSfv","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zt2vm1/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1v223zw","","1886-03-04 (vol. 02, no. 09)","","Impr. El Figaro","Havana (Cuba)","vol. 02","no. 09","1886-03-04","1886-03-04","spa","text","newspapers","8 pages","22 x 30.5 cm","El Fígaro 1886-03-04","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18860304","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v223zw%2Ff0WF4YDJR","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1v223zw/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1qd02nw","","1886-03-11 (vol. 02, no. 10)","","Impr. El Figaro","Havana (Cuba)","vol. 02","no. 10","1886-03-11","1886-03-11","spa","text","newspapers","8 pages","22 x 30.5 cm","El Fígaro 1886-03-11","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18860311","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qd02nw%2FU4qHXVp7D","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1qd02nw/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1km9b1c","","1886-03-18 (vol. 02, no. 11)","","Impr. El Figaro","Havana (Cuba)","vol. 02","no. 11","1886-03-18","1886-03-18","spa","text","newspapers","6 pages","22 x 30.5 cm","El Fígaro 1886-03-18","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","En el ejemplar físico solo está hasta la página 6","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18860318","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1km9b1c%2F5yq6MLnhM","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1km9b1c/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1fv8k7r","","1886-03-25 (vol. 02, no. 12)","","Impr. El Figaro","Havana (Cuba)","vol. 02","no. 12","1886-03-25","1886-03-25","spa","text","newspapers","8 pages","22 x 30.5 cm","El Fígaro 1886-03-25","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18860325","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fv8k7r%2FY8cUGjuFn","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fv8k7r/manifest"
